seed,variant,generation,campaign_wall_s,training_physics_steps,precision,recall,f1,matched,target_notes,actual_notes,solver_warnings
1,rewired,52,1992.7660000000014,9672000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
1,rewired,53,2030.2030000000013,9858000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,54,2069.031000000001,10044000,0.35714285714285715,0.4166666666666667,0.3846153846153846,5,12,14,0
1,rewired,55,2105.4530000000013,10230000,0.35714285714285715,0.4166666666666667,0.3846153846153846,5,12,14,0
1,rewired,56,2140.125,10416000,0.35714285714285715,0.4166666666666667,0.3846153846153846,5,12,14,0
1,rewired,57,2173.7660000000014,10602000,0.35714285714285715,0.4166666666666667,0.3846153846153846,5,12,14,0
1,rewired,58,2208.7660000000014,10788000,0.3125,0.4166666666666667,0.35714285714285715,5,12,16,0
1,rewired,59,2265.6720000000005,10974000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,60,2320.281000000001,11160000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,61,2370.781000000001,11346000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,62,2419.3600000000006,11532000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,63,2456.313,11718000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,64,2507.3600000000006,11904000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,65,2559.063,12090000,0.3125,0.4166666666666667,0.35714285714285715,5,12,16,0
1,rewired,66,2600.3600000000006,12276000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,67,2635.4530000000013,12462000,0.3125,0.4166666666666667,0.35714285714285715,5,12,16,0
1,rewired,68,2689.3280000000013,12648000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
1,rewired,69,2740.5,12834000,0.3333333333333333,0.4166666666666667,0.3703703703703704,5,12,15,0
2,adaptive,0,7.891000000001441,0,0.0,0.0,0,0,12,13,0
2,adaptive,1,39.9380000000001,186000,0.0,0.0,0,0,12,15,0
2,adaptive,2,84.3130000000001,372000,0.0,0.0,0,0,12,21,0
2,adaptive,3,129.21900000000096,558000,0.11764705882352941,0.16666666666666666,0.13793103448275862,2,12,17,0
2,adaptive,4,161.17200000000048,744000,0.14285714285714285,0.16666666666666666,0.15384615384615383,2,12,14,0
2,adaptive,5,199.07800000000134,930000,0.1111111111111111,0.16666666666666666,0.13333333333333333,2,12,18,0
2,adaptive,6,253.875,1116000,0.15789473684210525,0.25,0.1935483870967742,3,12,19,0
2,adaptive,7,299.51600000000144,1302000,0.16666666666666666,0.25,0.2,3,12,18,0
2,adaptive,8,332.0630000000001,1488000,0.17647058823529413,0.25,0.20689655172413793,3,12,17,0
2,adaptive,9,378.125,1674000,0.16666666666666666,0.25,0.2,3,12,18,0
2,adaptive,10,431.20300000000134,1860000,0.17647058823529413,0.25,0.20689655172413793,3,12,17,0
2,adaptive,11,470.1100000000006,2046000,0.17647058823529413,0.25,0.20689655172413793,3,12,17,0
2,adaptive,12,502.51600000000144,2232000,0.125,0.16666666666666666,0.14285714285714288,2,12,16,0
2,adaptive,13,535.3600000000006,2418000,0.16666666666666666,0.25,0.2,3,12,18,0
2,adaptive,14,568.9530000000013,2604000,0.16666666666666666,0.25,0.2,3,12,18,0
2,adaptive,15,601.9850000000006,2790000,0.16666666666666666,0.25,0.2,3,12,18,0
2,adaptive,16,635.4530000000013,2976000,0.17647058823529413,0.25,0.20689655172413793,3,12,17,0
2,adaptive,17,668.5470000000005,3162000,0.2,0.25,0.22222222222222224,3,12,15,0
2,adaptive,18,703.1880000000001,3348000,0.17647058823529413,0.25,0.20689655172413793,3,12,17,0
2,adaptive,19,736.3130000000001,3534000,0.2,0.25,0.22222222222222224,3,12,15,0
2,adaptive,20,769.4380000000001,3720000,0.16666666666666666,0.25,0.2,3,12,18,0
2,adaptive,21,802.0780000000013,3906000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
2,adaptive,22,848.4530000000013,4092000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
2,adaptive,23,899.8130000000001,4278000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
2,adaptive,24,939.2660000000014,4464000,0.2777777777777778,0.4166666666666667,0.33333333333333337,5,12,18,0
2,adaptive,25,974.9220000000005,4650000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,26,1012.3130000000001,4836000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
2,adaptive,27,1063.5310000000009,5022000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,28,1102.25,5208000,0.2631578947368421,0.4166666666666667,0.3225806451612903,5,12,19,0
2,adaptive,29,1145.7030000000013,5394000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
2,adaptive,30,1184.344000000001,5580000,0.29411764705882354,0.4166666666666667,0.3448275862068966,5,12,17,0
2,adaptive,31,1220.0310000000009,5766000,0.3,0.5,0.37499999999999994,6,12,20,0
2,adaptive,32,1252.438,5952000,0.2857142857142857,0.5,0.36363636363636365,6,12,21,0
2,adaptive,33,1285.594000000001,6138000,0.2631578947368421,0.4166666666666667,0.3225806451612903,5,12,19,0
2,adaptive,34,1327.9850000000006,6324000,0.3157894736842105,0.5,0.3870967741935484,6,12,19,0
2,adaptive,35,1381.7660000000014,6510000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,36,1425.969000000001,6696000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,37,1458.875,6882000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,38,1491.4060000000009,7068000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,39,1523.5470000000005,7254000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,40,1562.5,7440000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,41,1607.5470000000005,7626000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,42,1640.313,7812000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,43,1674.313,7998000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,44,1708.3910000000014,8184000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,45,1743.8910000000014,8370000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,46,1790.5310000000009,8556000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,47,1826.9220000000005,8742000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,48,1858.8280000000013,8928000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,49,1891.719000000001,9114000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,50,1924.688,9300000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,51,1962.688,9486000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,52,1996.7350000000006,9672000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,53,2034.938,9858000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,54,2072.9530000000013,10044000,0.3157894736842105,0.5,0.3870967741935484,6,12,19,0
2,adaptive,55,2109.219000000001,10230000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,56,2143.8280000000013,10416000,0.3157894736842105,0.5,0.3870967741935484,6,12,19,0
2,adaptive,57,2177.4530000000013,10602000,0.3125,0.4166666666666667,0.35714285714285715,5,12,16,0
2,adaptive,58,2212.844000000001,10788000,0.2777777777777778,0.4166666666666667,0.33333333333333337,5,12,18,0
2,adaptive,59,2271.844000000001,10974000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,60,2325.8910000000014,11160000,0.375,0.5,0.42857142857142855,6,12,16,0
2,adaptive,61,2376.4530000000013,11346000,0.375,0.5,0.42857142857142855,6,12,16,0
2,adaptive,62,2423.6720000000005,11532000,0.375,0.5,0.42857142857142855,6,12,16,0
2,adaptive,63,2461.9530000000013,11718000,0.35294117647058826,0.5,0.41379310344827586,6,12,17,0
2,adaptive,64,2512.8280000000013,11904000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,65,2564.9530000000013,12090000,0.3333333333333333,0.5,0.4,6,12,18,0
2,adaptive,66,2604.125,12276000,0.375,0.5,0.42857142857142855,6,12,16,0
2,adaptive,67,2640.875,12462000,0.4,0.5,0.4444444444444445,6,12,15,0
2,adaptive,68,2695.1100000000006,12648000,0.4,0.5,0.4444444444444445,6,12,15,0
2,adaptive,69,2746.2350000000006,12834000,0.2777777777777778,0.4166666666666667,0.33333333333333337,5,12,18,0
2,frozen,0,8.688000000000102,0,0.0,0.0,0,0,12,13,0
2,frozen,1,44.40600000000086,186000,0.041666666666666664,0.08333333333333333,0.05555555555555555,1,12,24,0
2,frozen,2,89.78100000000086,372000,0.058823529411764705,0.08333333333333333,0.06896551724137931,1,12,17,0
2,frozen,3,132.67200000000048,558000,0.09523809523809523,0.16666666666666666,0.12121212121212123,2,12,21,0
2,frozen,4,164.8130000000001,744000,0.0625,0.08333333333333333,0.07142857142857144,1,12,16,0
2,frozen,5,205.32800000000134,930000,0.05555555555555555,0.08333333333333333,0.06666666666666667,1,12,18,0
2,frozen,6,259.875,1116000,0.07692307692307693,0.08333333333333333,0.08,1,12,13,0
2,frozen,7,302.9850000000006,1302000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,8,335.5630000000001,1488000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,9,384.03100000000086,1674000,0.13333333333333333,0.16666666666666666,0.14814814814814814,2,12,15,0
2,frozen,10,436.9850000000006,1860000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,11,473.6720000000005,2046000,0.1111111111111111,0.16666666666666666,0.13333333333333333,2,12,18,0
2,frozen,12,506.01600000000144,2232000,0.13333333333333333,0.16666666666666666,0.14814814814814814,2,12,15,0
2,frozen,13,538.8600000000006,2418000,0.0625,0.08333333333333333,0.07142857142857144,1,12,16,0
2,frozen,14,572.5630000000001,2604000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,15,605.5310000000009,2790000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,16,639.0310000000009,2976000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,17,672.2660000000014,3162000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,18,706.9530000000013,3348000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,19,739.8280000000013,3534000,0.18181818181818182,0.16666666666666666,0.17391304347826086,2,12,11,0
2,frozen,20,773.0470000000005,3720000,0.18181818181818182,0.16666666666666666,0.17391304347826086,2,12,11,0
2,frozen,21,805.7810000000009,3906000,0.14285714285714285,0.16666666666666666,0.15384615384615383,2,12,14,0
2,frozen,22,854.5160000000014,4092000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,23,905.469000000001,4278000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,24,942.9850000000006,4464000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,25,979.094000000001,4650000,0.2,0.16666666666666666,0.1818181818181818,2,12,10,0
2,frozen,26,1017.9530000000013,4836000,0.18181818181818182,0.16666666666666666,0.17391304347826086,2,12,11,0
2,frozen,27,1069.25,5022000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,28,1105.813,5208000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,29,1149.813,5394000,0.18181818181818182,0.16666666666666666,0.17391304347826086,2,12,11,0
2,frozen,30,1188.688,5580000,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,12,12,0
2,frozen,31,1223.5310000000009,5766000,0.18181818181818182,0.16666666666666666,0.17391304347826086,2,12,11,0
2,frozen,32,1256.0310000000009,5952000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,33,1289.094000000001,6138000,0.15384615384615385,0.16666666666666666,0.16,2,12,13,0
2,frozen,34,1335.594000000001,6324000,0.25,0.3333333333333333,0.28571428571428575,4,12,16,0
2,frozen,35,1387.4530000000013,6510000,0.23529411764705882,0.3333333333333333,0.27586206896551724,4,12,17,0
