bodyId,cell_type,kind,region,mean_rate,max_rate,rate_sd,fraction_frames_active,geometry_displayed
18286,Pleural remotor/abductor MN,MN,T3,0.0,0.0,0.0,0.0,True
18412,Acc. ti flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
18440,Tr flexor MN,MN,T1,4.070371627807617,8.141508102416992,2.3714170455932617,0.9135987978963186,True
18448,Ti flexor MN,MN,T2,0.0,0.0,0.0,0.0,True
18471,Sternal anterior rotator MN,MN,T3,0.0,0.0,0.0,0.0,True
18491,Ti flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
18554,Acc. ti flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
18579,Sternotrochanter MN,MN,T1,0.0,0.0,0.0,0.0,True
18664,Acc. ti flexor MN,MN,T2,0.0,0.0,0.0,0.0,True
18716,Sternotrochanter MN,MN,T2,0.0,0.0,0.0,0.0,True
18963,Acc. ti flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
18983,Fe reductor MN,MN,T1,0.0,0.0,0.0,0.0,True
19048,Acc. ti flexor MN,MN,T1,3.857518434524536,3.8627591133117676,0.0023365181405097246,1.0,True
19074,Acc. ti flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
19092,ltm MN,MN,T1,0.0,0.0,0.0,0.0,True
19094,Sternotrochanter MN,MN,T2,0.0,0.0,0.0,0.0,True
19206,Pleural remotor/abductor MN,MN,T2,4.4908857345581055,7.521965026855469,1.7320806980133057,1.0,True
19260,Acc. ti flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
19319,Tergopleural/Pleural promotor MN,MN,T1,1.875002384185791,4.426939010620117,1.1341071128845215,0.6724267468069121,True
19443,Tergotr. MN,MN,T1,3.1184234619140625,3.120407819747925,0.0013689518673345447,1.0,True
19468,Ta depressor MN,MN,T1,0.0,0.0,0.0,0.0,True
19480,MNhl65,MN,T3,0.0,0.0,0.0,0.0,True
19613,Acc. tr flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
19652,Tergotr. MN,MN,T1,0.0,0.0,0.0,0.0,True
19667,Sternal posterior rotator MN,MN,T1,0.0,0.0,0.0,0.0,True
19704,Tr flexor MN,MN,T2,0.0,0.0,0.0,0.0,True
19744,MNhl61,MN,T3,0.0,0.0,0.0,0.0,True
19751,Ta levator MN,MN,T1,5.281759738922119,5.453628063201904,0.12610816955566406,1.0,True
19758,ltm1-tibia MN,MN,T2,0.0,0.0,0.0,0.0,True
19771,Tr flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
19773,MNml29,MN,T2,0.0,0.0,0.0,0.0,True
19886,Tr flexor MN,MN,T1,2.2328073978424072,4.614107608795166,1.345535159111023,0.7295266716754321,True
19929,Tr extensor MN,MN,T1,0.0,0.0,0.0,0.0,True
19983,Tr flexor MN,MN,T2,3.095736503601074,3.098529815673828,0.0014776751631870866,1.0,True
20119,Sternal anterior rotator MN,MN,T2,0.0,0.0,0.0,0.0,True
20373,Acc. ti flexor MN,MN,T1,3.203756332397461,3.2063307762145996,0.001534653827548027,1.0,True
20386,Tergopleural/Pleural promotor MN,MN,T1,1.583270788192749,1.614545464515686,0.017741061747074127,1.0,True
20551,MNml78,MN,T2,0.0,0.0,0.0,0.0,True
20572,Tr flexor MN,MN,T1,1.0114346742630005,1.2515368461608887,0.14354732632637024,0.5101427498121713,True
20593,Acc. ti flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
20605,Acc. ti flexor MN,MN,T1,1.71278977394104,1.7134822607040405,0.0003192522854078561,1.0,True
20612,ltm1-tibia MN,MN,T1,0.0,0.0,0.0,0.0,True
20615,Sternotrochanter MN,MN,T1,0.0,0.0,0.0,0.0,True
20667,Sternal adductor MN,MN,T3,0.0,0.0,0.0,0.0,True
20673,Tr flexor MN,MN,T1,0.6726952195167542,1.4345721006393433,0.437486857175827,0.3102930127723516,True
21186,Tr flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
21241,Sternal posterior rotator MN,MN,T1,0.43474632501602173,0.440867155790329,0.0036920204292982817,0.0,True
21255,Pleural remotor/abductor MN,MN,T2,0.0,0.0,0.0,0.0,True
21262,Acc. ti flexor MN,MN,T2,0.0,0.0,0.0,0.0,True
21612,Tr flexor MN,MN,T1,0.02771945297718048,0.07238137722015381,0.021853743121027946,0.0,True
21665,Fe reductor MN,MN,T3,0.0,0.0,0.0,0.0,True
21718,Sternal adductor MN,MN,T1,0.0,0.0,0.0,0.0,True
21749,Ta depressor MN,MN,T1,0.0,0.0,0.0,0.0,True
21753,Tergotr. MN,MN,T1,0.0,0.0,0.0,0.0,True
21944,Fe reductor MN,MN,T1,0.0,0.0,0.0,0.0,True
21963,ltm MN,MN,T3,0.0,0.0,0.0,0.0,True
21991,Ti flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
22126,Tergotr. MN,MN,T1,0.0,0.0,0.0,0.0,True
22215,Sternal anterior rotator MN,MN,T1,0.0,0.0,0.0,0.0,True
22358,Ta levator MN,MN,T1,0.0,0.0,0.0,0.0,True
22465,Tr flexor MN,MN,T3,0.36894580721855164,1.1939120292663574,0.24553707242012024,0.0015026296018031556,True
22487,Acc. tr flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
22718,Tr flexor MN,MN,T2,0.0,0.0,0.0,0.0,True
22729,Acc. tr flexor MN,MN,T1,2.2935526371002197,2.6444976329803467,0.2231287956237793,1.0,True
23016,ltm MN,MN,T3,0.0,0.0,0.0,0.0,True
23048,Acc. tr flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
23117,Tr flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
23299,Tr flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
23318,Tergotr. MN,MN,T1,3.4111626148223877,3.7000274658203125,0.17227312922477722,1.0,True
23364,Tr flexor MN,MN,T2,0.0,0.0,0.0,0.0,True
23390,ltm MN,MN,T3,0.49935609102249146,0.7388198971748352,0.09890352189540863,0.0,True
23553,Tergotr. MN,MN,T1,5.133725166320801,5.133771896362305,2.7210418920731172e-05,1.0,True
23698,Acc. ti flexor MN,MN,T1,0.0,0.0,0.0,0.0,True
23974,Acc. tr flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
24050,Fe reductor MN,MN,T1,1.510789155960083,1.6270384788513184,0.076959528028965,1.0,True
24139,ltm MN,MN,T1,0.0,0.0,0.0,0.0,True
24443,Acc. ti flexor MN,MN,T2,0.2382747381925583,0.44091901183128357,0.1208202987909317,0.0,True
24668,Tr flexor MN,MN,T3,0.0,0.0,0.0,0.0,True
24669,Sternal anterior rotator MN,MN,T2,0.0,0.0,0.0,0.0,True
