experiment_id,condition,variant,metric,n,n_seeds,n_sequences,n_connectome_instances,mean,median,sd,ci_low,ci_high
A4,delayed,full,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
A4,delayed,full,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A4,delayed,full,timing_mae_s,8,8,3,1,0.1120892857142856,0.11211111111111069,0.0022336592229115116,0.11069444444444422,0.1135735119047618
A4,delayed,full,timing_jitter_s,7,8,3,1,0.0029937667211021065,0.003126943839882072,0.001915183084519502,0.0018027692832450215,0.004380014435290309
A4,delayed,full,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
A4,delayed,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A4,delayed,full,energy_proxy,8,8,3,1,35.51895022392273,32.266417503356934,11.200568142931479,29.122299909591675,43.35042777657509
A4,delayed,full,joint_velocity_rms,8,8,3,1,0.6105538606643677,0.5863524675369263,0.09714171854665657,0.5540705708786845,0.6780644841492176
A4,delayed,no_feedback,motor_rhythm_power,8,8,3,1,0.7137243449687958,0.7432694435119629,0.0930467820451096,0.6470321392640471,0.7654744483530521
A4,delayed,no_feedback,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
A4,delayed,no_feedback,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
A4,delayed,no_feedback,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
A4,delayed,no_feedback,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A4,delayed,no_feedback,timing_mae_s,8,8,3,1,0.1120892857142856,0.11211111111111069,0.0022336592229115116,0.11069444444444422,0.1135735119047618
A4,delayed,no_feedback,timing_jitter_s,7,8,3,1,0.0029937667211021065,0.003126943839882072,0.001915183084519502,0.0018027692832450215,0.004380014435290309
A4,delayed,no_feedback,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
A4,delayed,no_feedback,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A4,delayed,no_feedback,energy_proxy,8,8,3,1,35.52744960784912,32.274048805236816,11.215046214007215,29.118298596143724,43.363708555698395
A4,delayed,no_feedback,joint_velocity_rms,8,8,3,1,0.6105552166700363,0.5863765180110931,0.09726425989079407,0.5539169255644083,0.6781247373670339
A4,noisy,full,motor_rhythm_power,8,8,3,1,0.7139797955751419,0.7244159281253815,0.08744611682274814,0.652407132089138,0.7657969426363707
A4,noisy,full,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
A4,noisy,full,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
A4,noisy,full,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
A4,noisy,full,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A4,noisy,full,timing_mae_s,8,8,3,1,0.11189285714285704,0.11211111111111069,0.002329678443152661,0.1103610615079364,0.1133492063492064
A4,noisy,full,timing_jitter_s,7,8,3,1,0.002906005451288603,0.003126943839882072,0.0014999235887349196,0.001987008866184639,0.004017955681812897
A4,noisy,full,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
A4,noisy,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A4,noisy,full,energy_proxy,8,8,3,1,35.55862998962402,32.35903263092041,11.209038134057398,29.13632007241249,43.385409283638
A4,noisy,full,joint_velocity_rms,8,8,3,1,0.6107007041573524,0.5865797996520996,0.09735669851306751,0.5539319381117821,0.6783384451642632
A4,noisy,no_feedback,motor_rhythm_power,8,8,3,1,0.7137243449687958,0.7432694435119629,0.0930467820451096,0.6470321392640471,0.7654744483530521
A4,noisy,no_feedback,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
A4,noisy,no_feedback,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
A4,noisy,no_feedback,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
A4,noisy,no_feedback,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A4,noisy,no_feedback,timing_mae_s,8,8,3,1,0.1120892857142856,0.11211111111111069,0.0022336592229115116,0.11069444444444422,0.1135735119047618
A4,noisy,no_feedback,timing_jitter_s,7,8,3,1,0.0029937667211021065,0.003126943839882072,0.001915183084519502,0.0018027692832450215,0.004380014435290309
A4,noisy,no_feedback,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
A4,noisy,no_feedback,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A4,noisy,no_feedback,energy_proxy,8,8,3,1,35.52744960784912,32.274048805236816,11.215046214007215,29.118298596143724,43.363708555698395
A4,noisy,no_feedback,joint_velocity_rms,8,8,3,1,0.6105552166700363,0.5863765180110931,0.09726425989079407,0.5539169255644083,0.6781247373670339
A4,normal,full,motor_rhythm_power,8,8,3,1,0.711833018809557,0.7275124788284302,0.10193489635566333,0.6366414166986942,0.7705627335235476
A4,normal,full,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
A4,normal,full,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
A4,normal,full,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
A4,normal,full,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A4,normal,full,timing_mae_s,8,8,3,1,0.11198214285714275,0.11211111111111069,0.00201329914960212,0.1106924603174603,0.11326984126984127
A4,normal,full,timing_jitter_s,7,8,3,1,0.0028087035768029887,0.003126943839882072,0.0015223487144627704,0.0018027692832450215,0.003911462911335354
A4,normal,full,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
A4,normal,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A4,normal,full,energy_proxy,8,8,3,1,35.53015899658203,32.28251838684082,11.206461869454392,29.126590114831924,43.36584661602974
A4,normal,full,joint_velocity_rms,8,8,3,1,0.6106329187750816,0.5864874720573425,0.09731559998132228,0.5539198212325573,0.6782144105061889
A4,normal,no_feedback,motor_rhythm_power,8,8,3,1,0.7137243449687958,0.7432694435119629,0.0930467820451096,0.6470321392640471,0.7654744483530521
A4,normal,no_feedback,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
A4,normal,no_feedback,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
A4,normal,no_feedback,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
A4,normal,no_feedback,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A4,normal,no_feedback,timing_mae_s,8,8,3,1,0.1120892857142856,0.11211111111111069,0.0022336592229115116,0.11069444444444422,0.1135735119047618
A4,normal,no_feedback,timing_jitter_s,7,8,3,1,0.0029937667211021065,0.003126943839882072,0.001915183084519502,0.0018027692832450215,0.004380014435290309
A4,normal,no_feedback,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
A4,normal,no_feedback,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A4,normal,no_feedback,energy_proxy,8,8,3,1,35.52744960784912,32.274048805236816,11.215046214007215,29.118298596143724,43.363708555698395
A4,normal,no_feedback,joint_velocity_rms,8,8,3,1,0.6105552166700363,0.5863765180110931,0.09726425989079407,0.5539169255644083,0.6781247373670339
A5,late,full,motor_rhythm_power,8,8,3,1,0.7205547466874123,0.7485484480857849,0.0933525268871583,0.6525498263537883,0.7690844312310219
A5,late,full,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
A5,late,full,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
A5,late,full,key_accuracy,8,8,3,1,0.4166666666666667,0.4166666666666667,0.1543033499620919,0.3125,0.5
A5,late,full,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A5,late,full,timing_mae_s,8,8,3,1,0.11206428571428555,0.11159999999999956,0.0030479070867285227,0.11009267857142825,0.1140430357142856
A5,late,full,timing_jitter_s,7,8,3,1,0.003365347217704887,0.003346640106136252,0.0018922196618390882,0.0020515017695954016,0.004696243703770868
A5,late,full,misses,8,8,3,1,7.0,7.0,1.8516401995451028,6.0,8.25
A5,late,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,late,full,energy_proxy,8,8,3,1,33.136062145233154,29.98367214202881,10.45385700169756,26.882293665409087,40.28905750513077
A5,late,full,joint_velocity_rms,8,8,3,1,0.5892840847373009,0.5634711980819702,0.09300436995808306,0.5339897599071264,0.6537541599944234
A5,late,no_dn,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,late,no_dn,motor_frequency_hz,0,8,3,1,,,,,
A5,late,no_dn,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,late,no_dn,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,late,no_dn,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,late,no_dn,timing_mae_s,0,8,3,1,,,,,
A5,late,no_dn,timing_jitter_s,0,8,3,1,,,,,
A5,late,no_dn,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
A5,late,no_dn,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,late,no_dn,energy_proxy,8,8,3,1,24.89317238330841,23.03765296936035,10.632340559264637,18.540677428245544,32.14506244659424
A5,late,no_dn,joint_velocity_rms,8,8,3,1,0.5079221725463867,0.49715474247932434,0.10809118852737015,0.4428783431649208,0.5837773568928242
A5,left_bias,full,motor_rhythm_power,8,8,3,1,0.7377928197383881,0.7568396329879761,0.1375731649279202,0.6510456060990691,0.8268356923013926
A5,left_bias,full,motor_frequency_hz,8,8,3,1,8.927083333333334,9.0,0.5278691441383304,8.572916666666668,9.260416666666668
A5,left_bias,full,oscillating_mn_fraction,8,8,3,1,0.005420918367346939,0.00510204081632653,0.0016348723073001423,0.004464285714285714,0.006377551020408163
A5,left_bias,full,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,full,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,full,timing_mae_s,0,8,3,1,,,,,
A5,left_bias,full,timing_jitter_s,0,8,3,1,,,,,
A5,left_bias,full,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
A5,left_bias,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,full,energy_proxy,8,8,3,1,25.177907347679138,23.03765296936035,10.733041568264397,18.753592133522034,32.694944858551025
A5,left_bias,full,joint_velocity_rms,8,8,3,1,0.509584303945303,0.49715474247932434,0.10834506148166809,0.4443408437073231,0.5847882179543377
A5,left_bias,no_dn,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,no_dn,motor_frequency_hz,0,8,3,1,,,,,
A5,left_bias,no_dn,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,no_dn,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,no_dn,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,no_dn,timing_mae_s,0,8,3,1,,,,,
A5,left_bias,no_dn,timing_jitter_s,0,8,3,1,,,,,
A5,left_bias,no_dn,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
A5,left_bias,no_dn,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,left_bias,no_dn,energy_proxy,8,8,3,1,24.89317238330841,23.03765296936035,10.632340559264637,18.540677428245544,32.14506244659424
A5,left_bias,no_dn,joint_velocity_rms,8,8,3,1,0.5079221725463867,0.49715474247932434,0.10809118852737015,0.4428783431649208,0.5837773568928242
A5,strong,full,motor_rhythm_power,8,8,3,1,0.6640029698610306,0.6436395645141602,0.09486230532263583,0.6069905202835798,0.7270424930378795
A5,strong,full,motor_frequency_hz,8,8,3,1,9.175870546749476,9.182459677419356,0.14254641550396915,9.088370379704303,9.272271748702261
A5,strong,full,oscillating_mn_fraction,8,8,3,1,0.06823979591836735,0.07015306122448979,0.009223069048719945,0.06186224489795919,0.07397959183673469
A5,strong,full,key_accuracy,8,8,3,1,0.625,0.5833333333333334,0.1336306209562122,0.5416666666666667,0.7083333333333334
A5,strong,full,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
A5,strong,full,timing_mae_s,8,8,3,1,0.09427261904761897,0.09222222222222207,0.006036653079156069,0.09052757936507932,0.09833174603174588
A5,strong,full,timing_jitter_s,8,8,3,1,0.003461974737682536,0.003591059430040511,0.0013766965468306371,0.002587498643525302,0.004359353537613733
A5,strong,full,misses,8,8,3,1,4.5,5.0,1.6035674514745464,3.5,5.5
A5,strong,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,strong,full,energy_proxy,8,8,3,1,42.697755336761475,45.24628257751465,11.027930316813709,35.74094496965408,49.65456570386887
A5,strong,full,joint_velocity_rms,8,8,3,1,0.6750459149479866,0.6958501935005188,0.08829214625315596,0.6184976940974594,0.7317064935341477
A5,strong,no_dn,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,strong,no_dn,motor_frequency_hz,0,8,3,1,,,,,
A5,strong,no_dn,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,strong,no_dn,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,strong,no_dn,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,strong,no_dn,timing_mae_s,0,8,3,1,,,,,
A5,strong,no_dn,timing_jitter_s,0,8,3,1,,,,,
A5,strong,no_dn,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
A5,strong,no_dn,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,strong,no_dn,energy_proxy,8,8,3,1,24.89317238330841,23.03765296936035,10.632340559264637,18.540677428245544,32.14506244659424
A5,strong,no_dn,joint_velocity_rms,8,8,3,1,0.5079221725463867,0.49715474247932434,0.10809118852737015,0.4428783431649208,0.5837773568928242
A5,weak,full,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,full,motor_frequency_hz,0,8,3,1,,,,,
A5,weak,full,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,full,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,full,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,full,timing_mae_s,0,8,3,1,,,,,
A5,weak,full,timing_jitter_s,0,8,3,1,,,,,
A5,weak,full,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
A5,weak,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,full,energy_proxy,8,8,3,1,24.89317238330841,23.03765296936035,10.632340559264637,18.540677428245544,32.14506244659424
A5,weak,full,joint_velocity_rms,8,8,3,1,0.5079221725463867,0.49715474247932434,0.10809118852737015,0.4428783431649208,0.5837773568928242
A5,weak,no_dn,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,no_dn,motor_frequency_hz,0,8,3,1,,,,,
A5,weak,no_dn,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,no_dn,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,no_dn,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,no_dn,timing_mae_s,0,8,3,1,,,,,
A5,weak,no_dn,timing_jitter_s,0,8,3,1,,,,,
A5,weak,no_dn,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
A5,weak,no_dn,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
A5,weak,no_dn,energy_proxy,8,8,3,1,24.89317238330841,23.03765296936035,10.632340559264637,18.540677428245544,32.14506244659424
A5,weak,no_dn,joint_velocity_rms,8,8,3,1,0.5079221725463867,0.49715474247932434,0.10809118852737015,0.4428783431649208,0.5837773568928242
B1,novel,direct,motor_rhythm_power,8,8,3,1,0.7198337987065315,0.7503457367420197,0.09644345148002946,0.650050937756896,0.7723895533010363
B1,novel,direct,motor_frequency_hz,8,8,3,1,8.808182615995115,8.770032051282051,0.2862450554800525,8.626172447344322,9.00335932730464
B1,novel,direct,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
B1,novel,direct,key_accuracy,8,8,3,1,0.9270833333333333,0.9166666666666666,0.06954358003302334,0.8854166666666666,0.96875
B1,novel,direct,precision,8,8,3,1,0.8214827935222673,0.9166666666666666,0.18220519482881478,0.6751012145748988,0.920673076923077
B1,novel,direct,timing_mae_s,8,8,3,1,0.0945511363636362,0.09163636363636347,0.00647059635414514,0.0909261363636362,0.09956249999999983
B1,novel,direct,timing_jitter_s,8,8,3,1,0.010534402628883787,0.007821880731756013,0.005198717528614683,0.0077034968606934295,0.014709730958531776
B1,novel,direct,misses,8,8,3,1,0.875,1.0,0.8345229603962802,0.375,1.375
B1,novel,direct,extra_contacts,8,8,3,1,3.0,1.0,3.7032803990902057,1.0,6.0
B1,novel,direct,energy_proxy,8,8,3,1,102.47784042358398,98.93209838867188,25.347201011606202,87.27604293823242,120.01084899902344
B1,novel,direct,joint_velocity_rms,8,8,3,1,1.0707875192165375,1.05612051486969,0.1346034915994144,0.9898444712162018,1.1649857759475708
B1,novel,full,motor_rhythm_power,8,8,3,1,0.711833018809557,0.7275124788284302,0.10193489635566333,0.6366414166986942,0.7705627335235476
B1,novel,full,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
B1,novel,full,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
B1,novel,full,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
B1,novel,full,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
B1,novel,full,timing_mae_s,8,8,3,1,0.11198214285714275,0.11211111111111069,0.00201329914960212,0.1106924603174603,0.11326984126984127
B1,novel,full,timing_jitter_s,7,8,3,1,0.0028087035768029887,0.003126943839882072,0.0015223487144627704,0.0018027692832450215,0.003911462911335354
B1,novel,full,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
B1,novel,full,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,full,energy_proxy,8,8,3,1,35.53015899658203,32.28251838684082,11.206461869454392,29.126590114831924,43.36584661602974
B1,novel,full,joint_velocity_rms,8,8,3,1,0.6106329187750816,0.5864874720573425,0.09731559998132228,0.5539198212325573,0.6782144105061889
B1,novel,hand_cpg,motor_rhythm_power,8,8,3,1,0.7120405919849873,0.7285787761211395,0.10273153104905625,0.6366106417030096,0.771272543258965
B1,novel,hand_cpg,motor_frequency_hz,8,8,3,1,8.79464094932845,8.770032051282051,0.30754258737459583,8.591689560439562,8.998763020833334
B1,novel,hand_cpg,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
B1,novel,hand_cpg,key_accuracy,8,8,3,1,1.0,1.0,0.0,1.0,1.0
B1,novel,hand_cpg,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
B1,novel,hand_cpg,timing_mae_s,8,8,3,1,0.09922916666666647,0.09949999999999982,0.0014663893136025413,0.0983333333333331,0.10012499999999983
B1,novel,hand_cpg,timing_jitter_s,8,8,3,1,0.0048595757880521215,0.004783177592227587,0.0006463822542099086,0.004437113579066574,0.005282037997037669
B1,novel,hand_cpg,misses,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,hand_cpg,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,hand_cpg,energy_proxy,8,8,3,1,50.51738405227661,49.18610382080078,10.977413703695072,43.922648906707764,58.16481018066406
B1,novel,hand_cpg,joint_velocity_rms,8,8,3,1,0.7372445166110992,0.7320300340652466,0.07870844132436391,0.689791351556778,0.7915287911891937
B1,novel,no_body_mapping,motor_rhythm_power,8,8,3,1,0.711833018809557,0.7275124788284302,0.10193489635566333,0.6366414166986942,0.7705627335235476
B1,novel,no_body_mapping,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
B1,novel,no_body_mapping,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
B1,novel,no_body_mapping,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
B1,novel,no_body_mapping,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
B1,novel,no_body_mapping,timing_mae_s,8,8,3,1,0.11198214285714275,0.11211111111111069,0.00201329914960212,0.1106924603174603,0.11326984126984127
B1,novel,no_body_mapping,timing_jitter_s,7,8,3,1,0.0028087035768029887,0.003126943839882072,0.0015223487144627704,0.0018027692832450215,0.003911462911335354
B1,novel,no_body_mapping,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
B1,novel,no_body_mapping,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_body_mapping,energy_proxy,8,8,3,1,35.53015899658203,32.28251838684082,11.206461869454392,29.126590114831924,43.36584661602974
B1,novel,no_body_mapping,joint_velocity_rms,8,8,3,1,0.6106329187750816,0.5864874720573425,0.09731559998132228,0.5539198212325573,0.6782144105061889
B1,novel,no_cpg,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_cpg,motor_frequency_hz,0,8,3,1,,,,,
B1,novel,no_cpg,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_cpg,key_accuracy,8,8,3,1,0.21875,0.08333333333333333,0.23543905287578698,0.08333333333333333,0.3854166666666667
B1,novel,no_cpg,precision,8,8,3,1,0.75,1.0,0.4629100498862757,0.5,1.0
B1,novel,no_cpg,timing_mae_s,6,8,3,1,0.11333333333333308,0.11299999999999955,0.0017888543820000545,0.11199999999999975,0.11466666666666663
B1,novel,no_cpg,timing_jitter_s,3,8,3,1,0.0031661766012855866,0.003932768321000689,0.0013277758072081582,0.001632993161855381,0.003932768321000689
B1,novel,no_cpg,misses,8,8,3,1,9.375,11.0,2.8252686345094435,7.375,11.0
B1,novel,no_cpg,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_cpg,energy_proxy,8,8,3,1,28.867584109306335,24.260591506958008,13.565670830027686,20.869527214765547,38.47232782840729
B1,novel,no_cpg,joint_velocity_rms,8,8,3,1,0.5448674112558365,0.5101575255393982,0.12578958694208484,0.46929349498823286,0.6295389495790005
B1,novel,no_delay,motor_rhythm_power,8,8,3,1,0.27769873291254044,0.2519461512565613,0.2980911947589489,0.07089866697788239,0.4824826046824455
B1,novel,no_delay,motor_frequency_hz,4,8,3,1,14.375,14.75,1.1273124382057236,13.3125,15.125
B1,novel,no_delay,oscillating_mn_fraction,8,8,3,1,0.0035076530612244894,0.002551020408163265,0.0038416852482339677,0.0009566326530612245,0.006058673469387755
B1,novel,no_delay,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
B1,novel,no_delay,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
B1,novel,no_delay,timing_mae_s,8,8,3,1,0.1126706349206348,0.11211111111111069,0.0027972784887842035,0.11097609126984104,0.11457142857142852
B1,novel,no_delay,timing_jitter_s,7,8,3,1,0.0031747545234935407,0.0029999999999997438,0.0023130248688267223,0.001831777354331368,0.004895040890740881
B1,novel,no_delay,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
B1,novel,no_delay,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_delay,energy_proxy,8,8,3,1,35.18221426010132,32.29845428466797,11.238491472291878,28.47586154937744,42.98878824710846
B1,novel,no_delay,joint_velocity_rms,8,8,3,1,0.6081880033016205,0.5857527554035187,0.0981225004570999,0.5493672819808125,0.6755717098712921
B1,novel,no_dn,motor_rhythm_power,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_dn,motor_frequency_hz,0,8,3,1,,,,,
B1,novel,no_dn,oscillating_mn_fraction,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_dn,key_accuracy,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_dn,precision,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_dn,timing_mae_s,0,8,3,1,,,,,
B1,novel,no_dn,timing_jitter_s,0,8,3,1,,,,,
B1,novel,no_dn,misses,8,8,3,1,12.0,12.0,0.0,12.0,12.0
B1,novel,no_dn,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_dn,energy_proxy,8,8,3,1,24.89317238330841,23.03765296936035,10.632340559264637,18.540677428245544,32.14506244659424
B1,novel,no_dn,joint_velocity_rms,8,8,3,1,0.5079221725463867,0.49715474247932434,0.10809118852737015,0.4428783431649208,0.5837773568928242
B1,novel,no_feedback,motor_rhythm_power,8,8,3,1,0.7137243449687958,0.7432694435119629,0.0930467820451096,0.6470321392640471,0.7654744483530521
B1,novel,no_feedback,motor_frequency_hz,8,8,3,1,8.79776594932845,8.770032051282051,0.3056940414571882,8.595502232142856,9.001888020833334
B1,novel,no_feedback,oscillating_mn_fraction,8,8,3,1,0.02519132653061224,0.02423469387755102,0.007645465132072612,0.020089285714285712,0.02998246173469391
B1,novel,no_feedback,key_accuracy,8,8,3,1,0.53125,0.5416666666666667,0.20863074009907004,0.3854166666666667,0.6458333333333334
B1,novel,no_feedback,precision,8,8,3,1,1.0,1.0,0.0,1.0,1.0
B1,novel,no_feedback,timing_mae_s,8,8,3,1,0.1120892857142856,0.11211111111111069,0.0022336592229115116,0.11069444444444422,0.1135735119047618
B1,novel,no_feedback,timing_jitter_s,7,8,3,1,0.0029937667211021065,0.003126943839882072,0.001915183084519502,0.0018027692832450215,0.004380014435290309
B1,novel,no_feedback,misses,8,8,3,1,5.625,5.5,2.5035688811888406,4.25,7.375
B1,novel,no_feedback,extra_contacts,8,8,3,1,0.0,0.0,0.0,0.0,0.0
B1,novel,no_feedback,energy_proxy,8,8,3,1,35.52744960784912,32.274048805236816,11.215046214007215,29.118298596143724,43.363708555698395
B1,novel,no_feedback,joint_velocity_rms,8,8,3,1,0.6105552166700363,0.5863765180110931,0.09726425989079407,0.5539169255644083,0.6781247373670339
