experiment_id,condition,comparison,metric,n_pairs,mean_difference,ci_low,ci_high,cohens_dz,p_raw,test,p_holm
B4,nonrepeating,full - no_memory,key_accuracy,8,-0.06249999999999999,-0.12499999999999999,6.938893903907228e-18,-0.643796306459214,0.11141646787533994,paired two-sided t; descriptive at small n,1.0
B4,nonrepeating,full - no_memory,timing_mae_s,8,-0.01665228174603165,-0.018589422123015835,-0.015131324404761743,-6.034373386122303,5.813586261337667e-07,paired two-sided t; descriptive at small n,9.243602155526892e-05
B4,nonrepeating,full - sequence_specific,motor_rhythm_power,8,-0.001111391931772232,-0.012262295186519622,0.01043776050209999,-0.0631290016861688,0.8633443520862711,paired two-sided t; descriptive at small n,1.0
B4,nonrepeating,full - sequence_specific,key_accuracy,8,0.40625,0.23958333333333331,0.5625,1.6266145061110988,0.002481946118177929,paired two-sided t; descriptive at small n,0.2953515880631735
B4,nonrepeating,full - sequence_specific,timing_mae_s,6,0.024499999999999533,0.02299999999999952,0.025888888888888417,11.808170629052873,9.256923286971737e-07,paired two-sided t; descriptive at small n,0.00014348231094806193
B4,repeated,full - no_memory,motor_rhythm_power,8,-0.0035567134618759155,-0.010575354099273682,0.0032838955521583557,-0.3335818027756038,0.37683572525554027,paired two-sided t; descriptive at small n,1.0
B4,repeated,full - no_memory,key_accuracy,8,0.0,0.0,0.0,,1.0,paired two-sided t; descriptive at small n,1.0
B4,repeated,full - no_memory,timing_mae_s,6,-0.017777777777777837,-0.018000000000000085,-0.01733333333333334,-32.65986323710527,5.78265318361865e-09,paired two-sided t; descriptive at small n,1.0466602262349756e-06
B4,repeated,full - sequence_specific,motor_rhythm_power,8,0.009833119809627533,-0.007169287092983722,0.02786948122084141,0.36314540010321944,0.33853712061808494,paired two-sided t; descriptive at small n,1.0
B4,repeated,full - sequence_specific,key_accuracy,8,-0.14583333333333331,-0.23958333333333331,-0.08333333333333331,-1.2601440246904172,0.009167452294336187,paired two-sided t; descriptive at small n,1.0
B4,repeated,full - sequence_specific,timing_mae_s,6,0.024499999999999935,0.023833333333333193,0.024833333333333305,30.006249349090492,8.830925389541624e-09,paired two-sided t; descriptive at small n,1.5807356447279506e-06
B4,syncopated,full - no_memory,motor_rhythm_power,8,-0.00919131189584732,-0.02711857110261917,0.007263098098337652,-0.3466485249009167,0.3595176955679869,paired two-sided t; descriptive at small n,1.0
B4,syncopated,full - no_memory,key_accuracy,8,0.02083333333333335,-0.041666666666666664,0.0729166666666667,0.2415229457698241,0.5164895523012257,paired two-sided t; descriptive at small n,1.0
B4,syncopated,full - no_memory,timing_mae_s,8,-0.0167291666666668,-0.01801416170634951,-0.015708320932539807,-9.217076520344937,3.125801620566854e-08,paired two-sided t; descriptive at small n,5.532668868403331e-06
B4,syncopated,full - sequence_specific,motor_rhythm_power,8,-0.0025482922792434692,-0.023877527564764023,0.018456669710576534,-0.07983335853940736,0.8278059526746896,paired two-sided t; descriptive at small n,1.0
B4,syncopated,full - sequence_specific,key_accuracy,8,0.5,0.34375,0.6041666666666667,2.340568492816482,0.0002986718975580284,paired two-sided t; descriptive at small n,0.03942469047765975
B4,syncopated,full - sequence_specific,timing_mae_s,6,0.03333333333333301,0.02759259259259246,0.03911111111111074,3.9992180071549166,0.0001886877850544803,paired two-sided t; descriptive at small n,0.02528416319730036
B5,curved_reach,full - direct,motor_rhythm_power,8,-0.007820770144462585,-0.02447599023580551,0.0038177788257598884,-0.34454463197968116,0.36226415354657576,paired two-sided t; descriptive at small n,1.0
B5,curved_reach,full - direct,key_accuracy,8,-0.39583333333333326,-0.5520833333333333,-0.26041666666666663,-1.718168444518266,0.0018357555163832247,paired two-sided t; descriptive at small n,0.2239621729987534
B5,curved_reach,full - direct,timing_mae_s,8,0.018025577200577257,0.014548584054834104,0.02089797979797995,3.658405153200405,1.7072487198322055e-05,paired two-sided t; descriptive at small n,0.002458438156558376
B5,direct_reach,full - direct,motor_rhythm_power,8,-0.008000779896974564,-0.023003363516181707,0.0026523337699472923,-0.39133289206722216,0.3049364772726522,paired two-sided t; descriptive at small n,1.0
B5,direct_reach,full - direct,key_accuracy,8,-0.39583333333333326,-0.5520833333333333,-0.26041666666666663,-1.718168444518266,0.0018357555163832247,paired two-sided t; descriptive at small n,0.2239621729987534
B5,direct_reach,full - direct,timing_mae_s,8,0.017431006493506554,0.013878591720779222,0.02031755050505045,3.4574348657019853,2.4783634744234173e-05,paired two-sided t; descriptive at small n,0.0034944924989370185
B5,soft_force,full - direct,motor_rhythm_power,8,-0.0055376142263412476,-0.017185768671333788,0.004385883919894699,-0.3308857327731503,0.3804864230379482,paired two-sided t; descriptive at small n,1.0
B5,soft_force,full - direct,key_accuracy,8,-0.8854166666666666,-0.9479166666666666,-0.8229166666666666,-8.945598592448421,3.8459114230555794e-08,paired two-sided t; descriptive at small n,6.7688041045778196e-06
B5,soft_force,full - direct,timing_mae_s,2,0.024575757575757202,0.02381818181818182,0.025333333333332583,22.93854398170266,0.01961831805632018,paired two-sided t; descriptive at small n,1.0
