experiment_id,condition,comparison,metric,n_pairs,mean_difference,ci_low,ci_high,cohens_dz,p_raw,test,p_holm
B3,disable_LM,full - no_memory,motor_rhythm_power,8,0.0002716667950153351,-0.013656701892614365,0.012673094775527723,0.01310165518064218,0.9714741455867477,paired two-sided t; descriptive at small n,1.0
B3,disable_LM,full - no_memory,key_accuracy,8,-0.05208333333333333,-0.12499999999999999,0.03125,-0.41502300476984283,0.2788371382102004,paired two-sided t; descriptive at small n,1.0
B3,disable_LM,full - no_memory,timing_mae_s,8,-0.01722440476190465,-0.01945838789682536,-0.015278695436507743,-5.322549359253958,1.3709110308881893e-06,paired two-sided t; descriptive at small n,0.00020700756566411659
B3,forced_RF,full - direct,motor_rhythm_power,8,0.0026489049196243286,-0.00037429612129926673,0.007266469299793243,0.42348583708399823,0.26997490973302235,paired two-sided t; descriptive at small n,1.0
B3,forced_RF,full - direct,key_accuracy,8,-0.010416666666666671,-0.031250000000000014,0.0,-0.35355339059327373,0.3506166628202074,paired two-sided t; descriptive at small n,1.0
B3,forced_RF,full - direct,timing_mae_s,8,0.018191287878787956,0.016401515151515236,0.01968560606060609,7.141340355542451,1.8260510804570612e-07,paired two-sided t; descriptive at small n,3.067765815167863e-05
B3,forced_RF,full - no_memory,motor_rhythm_power,8,0.004268243908882141,-0.011888328939676285,0.02327569127082826,0.15333422914485959,0.6775620853567302,paired two-sided t; descriptive at small n,1.0
B3,forced_RF,full - no_memory,key_accuracy,8,0.26041666666666663,0.17708333333333337,0.34375,2.14373231428136,0.0005091616078486171,paired two-sided t; descriptive at small n,0.06415436258892575
B3,forced_RF,full - no_memory,timing_mae_s,8,-0.015747979797979803,-0.017669687499999972,-0.013996578282828293,-5.550411003109719,1.0299889740581604e-06,paired two-sided t; descriptive at small n,0.00015758831303089855
B4,alternating,full - no_memory,motor_rhythm_power,8,0.00106155127286911,-0.004774361848831177,0.008920080214738845,0.09875666684104789,0.7880674889116844,paired two-sided t; descriptive at small n,1.0
B4,alternating,full - no_memory,key_accuracy,8,0.0,0.0,0.0,,1.0,paired two-sided t; descriptive at small n,1.0
B4,alternating,full - no_memory,timing_mae_s,8,-0.01887499999999996,-0.02120833333333324,-0.016958333333333332,-5.728868731279484,8.296946748993195e-07,paired two-sided t; descriptive at small n,0.00012943236928429384
B4,alternating,full - sequence_specific,motor_rhythm_power,8,0.020886100828647614,-0.01620690729469061,0.06047325525432827,0.3517359476638647,0.35294279482016405,paired two-sided t; descriptive at small n,1.0
B4,alternating,full - sequence_specific,key_accuracy,8,0.25,0.25,0.25,,,paired two-sided t; descriptive at small n,
B4,alternating,full - sequence_specific,timing_mae_s,8,0.02712499999999997,0.02479166666666669,0.029041666666666598,8.232877580712909,6.835427587559509e-08,paired two-sided t; descriptive at small n,1.1688581174726761e-05
B4,long,full - no_memory,motor_rhythm_power,8,0.006926536560058594,-0.0012370429933071135,0.015437677502632141,0.5315431273460288,0.17643399614179855,paired two-sided t; descriptive at small n,1.0
B4,long,full - no_memory,key_accuracy,8,0.016304347826086963,-0.02717391304347827,0.05434782608695653,0.24901380286190572,0.5039855405717247,paired two-sided t; descriptive at small n,1.0
B4,long,full - no_memory,timing_mae_s,8,-0.015224278234020797,-0.017014163463680863,-0.013088365124458788,-4.883170807994443,2.4622793950870636e-06,paired two-sided t; descriptive at small n,0.0003693419092630595
B4,long,full - sequence_specific,motor_rhythm_power,8,0.017986595630645752,-0.0036429166793823242,0.0464522771537304,0.4361103458404533,0.25719540748015673,paired two-sided t; descriptive at small n,1.0
B4,long,full - sequence_specific,key_accuracy,8,0.29891304347826086,0.15217391304347827,0.3967391304347826,1.5008862630019921,0.003815944055804593,paired two-sided t; descriptive at small n,0.43120167830591905
B4,long,full - sequence_specific,timing_mae_s,8,-0.029257886904762078,-0.04833334077380987,-0.004886908482142748,-0.89746706621826,0.03875332307797542,paired two-sided t; descriptive at small n,1.0
B4,nonrepeating,full - no_memory,motor_rhythm_power,8,0.0009020902216434479,-0.012960727699100972,0.013555322960019113,0.044220599565584766,0.9039805934580848,paired two-sided t; descriptive at small n,1.0
